7001, 7010, 1.80, 10,
7001, 7013, 1.57, 7,
7001, 7019, 1.59, 5,
7001, 7020, 1.86, 2,
7001, 7021, 1.17, 9,
7001, 7024, 1.29, 2,
7001, 7025, 2.54, 6,
7001, 7026, 1.26, 1,
7001, 7029, 2.27, 5,
7002, 7004, 2.67, 8,
7002, 7009, 2.96, 3,
7002, 7011, 1.74, 11,
7002, 7012, 1.60, 5,
7002, 7015, 2.31, 8,
7002, 7020, 1.86, 1,
7002, 7022, 2.46, 0,
7002, 7026, 1.26, 8,
7002, 7028, 1.62, 9,
7002, 7029, 2.27, 3,
7002, 7032, 2.54, 1,
7003, 7004, 2.67, 3,
7003, 7026, 1.26, 2,
7003, 7027, 2.42, 0,
7003, 7029, 2.27, 10,
7003, 7030, 1.03, 9,
7004, 7003, 1.68, 8,
7004, 7008, 1.08, 9,
7004, 7010, 1.80, 7,
7004, 7012, 1.60, 9,
7004, 7013, 1.57, 1,
7004, 7016, 1.29, 10,
7004, 7017, 1.64, 0,
7004, 7018, 1.72, 1,
7004, 7019, 1.59, 3,
7004, 7024, 1.29, 8,
7004, 7026, 1.26, 10,
7004, 7027, 2.42, 0,
7005, 7003, 1.68, 1,
7005, 7006, 1.32, 6,
7005, 7008, 1.08, 1,
7005, 7018, 1.72, 8,
7005, 7023, 1.89, 12,
7005, 7025, 2.54, 11,
7005, 7030, 1.03, 1,
7006, 7002, 2.36, 11,
7006, 7003, 1.68, 5,
7006, 7007, 2.59, 1,
7006, 7013, 1.57, 11,
7006, 7022, 2.46, 9,
7006, 7023, 1.98, 1,
7006, 7025, 2.63, 4,
7006, 7027, 2.51, 11,
7006, 7029, 2.36, 3,
7006, 7032, 2.63, 11,
7007, 7003, 1.77, 4,
7007, 7004, 2.76, 11,
7007, 7007, 2.68, 12,
7007, 7011, 1.83, 5,
7007, 7016, 1.38, 4,
7007, 7017, 1.73, 1,
7007, 7018, 1.81, 2,
7007, 7025, 2.63, 7,
7007, 7026, 1.35, 7,
7007, 7032, 2.63, 12,
7008, 7002, 2.45, 11,
7008, 7011, 1.83, 6,
7008, 7015, 2.40, 4,
7008, 7018, 1.81, 9,
7008, 7020, 1.95, 8,
7008, 7022, 2.55, 5,
7008, 7027, 2.51, 3,
7008, 7030, 1.12, 0,
7009, 7007, 2.68, 4,
7009, 7014, 1.60, 5,
7009, 7022, 2.55, 9,
7009, 7027, 2.51, 2,
7009, 7030, 1.12, 3,
7010, 7002, 2.45, 7,
7010, 7004, 2.76, 0,
7010, 7005, 2.37, 4,
7010, 7011, 1.83, 8,
7010, 7013, 1.66, 9,
7010, 7015, 2.40, 10,
7010, 7023, 1.98, 12,
7010, 7024, 1.38, 10,
7010, 7025, 2.63, 1,
7010, 7027, 2.51, 1,
7010, 7028, 1.71, 1,
7010, 7031, 3.03, 4,
7011, 7001, 1.89, 1,
7011, 7004, 2.76, 4,
7011, 7005, 2.37, 3,
7011, 7015, 2.40, 4,
7011, 7018, 1.81, 11,
7011, 7020, 1.95, 4,
7011, 7023, 1.98, 4,
7011, 7027, 2.51, 7,
7011, 7029, 2.36, 10,
7012, 7002, 2.45, 8,
7012, 7004, 2.76, 2,
7012, 7008, 0.99, 12,
7012, 7014, 1.42, 8,
7012, 7015, 2.22, 7,
7012, 7016, 1.20, 11,
7012, 7020, 1.77, 0,
7012, 7021, 1.08, 3,
7012, 7025, 2.45, 1,
7012, 7027, 2.33, 3,
7012, 7029, 2.18, 2,
7013, 7007, 2.50, 4,
7013, 7008, 0.99, 3,
7013, 7017, 1.55, 4,
7013, 7020, 1.77, 1,
7013, 7021, 1.08, 0,
7013, 7022, 2.37, 6,
7013, 7026, 1.17, 3,
7014, 7002, 2.27, 4,
7014, 7005, 2.19, 2,
7014, 7008, 0.99, 5,
7014, 7010, 1.71, 0,
7014, 7012, 1.51, 12,
7014, 7019, 1.50, 0,
7014, 7022, 2.37, 1,
7014, 7023, 1.80, 6,
7014, 7032, 2.45, 9,
7015, 7002, 2.27, 0,
7015, 7005, 2.19, 7,
7015, 7006, 1.23, 2,
7015, 7012, 1.51, 1,
7015, 7013, 1.48, 8,
7015, 7028, 1.53, 1,
7015, 7029, 2.18, 12,
7015, 7030, 0.94, 7,
7015, 7031, 2.85, 4,
7016, 7002, 2.27, 0,
7016, 7006, 1.23, 4,
7016, 7010, 1.71, 11,
7016, 7012, 1.51, 7,
7016, 7016, 1.20, 8,
7016, 7029, 2.18, 1,
7016, 7031, 2.85, 7,
7017, 7004, 2.58, 7,
7017, 7009, 2.87, 5,
7017, 7011, 1.65, 0,
7017, 7012, 1.51, 12,
7017, 7015, 2.22, 6,
7017, 7017, 1.55, 0,
7017, 7023, 1.80, 9,
7017, 7030, 0.94, 4,
7018, 7001, 1.71, 8,
7018, 7003, 1.59, 5,
7018, 7007, 2.50, 5,
7018, 7016, 1.20, 12,
7018, 7017, 1.55, 12,
7018, 7022, 2.37, 6,
7018, 7025, 2.45, 4,
7018, 7030, 0.94, 5,
7018, 7031, 2.85, 2,
7019, 7001, 1.71, 5,
7019, 7002, 2.27, 2,
7019, 7013, 1.48, 0,
7019, 7015, 2.22, 8,
7019, 7017, 1.55, 1,
7019, 7020, 1.77, 2,
7019, 7021, 1.08, 1,
7020, 7001, 1.71, 11,
7020, 7006, 1.23, 8,
7020, 7014, 1.42, 3,
7020, 7024, 1.20, 5,
7020, 7028, 1.53, 6,
7020, 7029, 2.18, 6,
7021, 7001, 1.71, 12,
7021, 7006, 1.23, 5,
7021, 7017, 1.55, 3,
7021, 7019, 1.50, 11,
7021, 7021, 1.08, 9,
7021, 7024, 1.20, 0,
7021, 7025, 2.45, 0,
7021, 7029, 2.18, 0,
7022, 7005, 2.19, 0,
7022, 7011, 1.65, 9,
7022, 7013, 1.48, 0,
7022, 7016, 1.20, 1,
7022, 7017, 1.55, 10,
7022, 7022, 2.37, 3,
7022, 7027, 2.33, 4,
7022, 7028, 1.53, 10,
7022, 7030, 0.94, 10,
7022, 7032, 2.45, 8,
7023, 7002, 2.27, 2,
7023, 7005, 2.19, 4,
7023, 7020, 1.77, 2,
7023, 7023, 1.80, 6,
7023, 7026, 1.17, 0,
7023, 7027, 2.33, 9,
7023, 7029, 2.18, 0,
7024, 7004, 2.58, 12,
7024, 7006, 1.23, 8,
7024, 7008, 0.99, 0,
7024, 7010, 1.71, 2,
7024, 7013, 1.71, 9,
7024, 7019, 1.73, 0,
7024, 7026, 1.40, 4,
7024, 7027, 2.56, 4,
7024, 7028, 1.76, 11,
7024, 7031, 3.08, 7,
7025, 7001, 1.94, 9,
7025, 7003, 1.82, 1,
7025, 7006, 1.46, 1,
7025, 7012, 1.74, 2,
7025, 7025, 2.68, 2,
7025, 7026, 1.40, 3,
7026, 7005, 2.42, 3,
7026, 7023, 2.03, 9,
7026, 7024, 1.43, 4,
7026, 7026, 1.40, 6,
7026, 7028, 1.76, 3,
7026, 7029, 2.41, 4,
7027, 7002, 2.50, 11,
7027, 7004, 2.81, 4,
7027, 7006, 1.46, 1,
7027, 7007, 2.73, 1,
7027, 7008, 1.22, 6,
7027, 7009, 3.10, 6,
7027, 7010, 1.94, 0,
7027, 7017, 1.78, 3,
7027, 7019, 1.73, 7,
7027, 7026, 1.40, 0,
7027, 7029, 2.41, 5,
7028, 7002, 2.50, 3,
7028, 7007, 2.73, 5,
7028, 7008, 1.22, 6,
7028, 7021, 1.31, 0,
7028, 7023, 2.03, 6,
7028, 7029, 2.41, 8,
7028, 7030, 1.17, 6,
7028, 7032, 2.68, 10,
7029, 7005, 2.42, 11,
7029, 7009, 3.10, 11,
7029, 7013, 1.71, 5,
7029, 7015, 2.45, 8,
7029, 7017, 1.78, 4,
7029, 7020, 2.00, 11,
7029, 7027, 2.56, 9,
7029, 7032, 2.68, 10,
7030, 7004, 2.81, 5,
7030, 7011, 1.88, 1,
7030, 7013, 1.71, 2,
7030, 7014, 1.65, 12,
7030, 7016, 1.43, 4,
7030, 7018, 1.58, 10,
7030, 7020, 1.72, 11,
7030, 7023, 1.75, 4,
7030, 7026, 1.12, 10,
7030, 7027, 2.28, 11,
7030, 7028, 1.48, 11,
7030, 7029, 2.13, 8,
7031, 7004, 2.53, 5,
7031, 7010, 1.66, 3,
7031, 7012, 1.46, 7,
7031, 7014, 1.37, 0,
7031, 7028, 1.48, 11,
7032, 7001, 1.66, 3,
7032, 7002, 2.22, 10,
7032, 7003, 1.54, 3,
7032, 7004, 2.53, 10,
7032, 7006, 1.18, 6,
7032, 7016, 1.15, 2,
7032, 7017, 1.50, 4,
7032, 7018, 1.58, 3,
7032, 7019, 1.45, 11,
7032, 7022, 2.32, 10,
7032, 7024, 1.15, 7,
7032, 7026, 1.12, 6,
