7004, 7027, 2.42, 2023-08-10 12:35:25, 7003,
7004, 7027, 2.42, 2023-09-21 23:43:41, 7002,
7004, 7027, 2.42, 2023-10-07 05:24:22, 7005,
7004, 7027, 2.56, 2023-11-14 20:54:54, 7002,
7004, 7027, 2.56, 2023-12-04 22:18:43, 7003,
7004, 7027, 2.42, 2023-12-17 04:14:35, 7003,
7004, 7027, 2.56, 2023-12-17 05:19:57, 7004,
7004, 7027, 2.42, 2023-12-20 20:10:16, 7002,
7004, 7027, 2.28, 2023-12-25 17:57:39, 7005,
7004, 7027, 2.56, 2024-01-01 16:26:06, 7001,
7004, 7027, 2.42, 2024-01-03 09:40:13, 7001,
7004, 7027, 2.56, 2024-01-04 08:29:19, 7001,
7004, 7027, 2.33, 2024-01-05 17:06:21, 7002,
7004, 7027, 2.42, 2024-01-11 11:22:24, 7004,
7004, 7027, 2.42, 2024-01-12 19:54:00, 7001,
7004, 7027, 2.51, 2024-01-20 02:28:00, 7005,
7004, 7027, 2.56, 2024-01-25 02:52:04, 7001,
7004, 7027, 2.33, 2024-01-27 14:13:18, 7003,
7004, 7027, 2.42, 2024-01-27 14:17:37, 7004,
7004, 7027, 2.42, 2024-02-01 09:49:56, 7003,
7004, 7027, 2.33, 2024-02-03 15:58:57, 7002,
7004, 7027, 2.42, 2024-02-04 17:17:17, 7001,
7004, 7027, 2.28, 2024-02-10 20:13:33, 7001,
7004, 7027, 2.42, 2024-02-15 14:31:47, 7002,
7004, 7027, 2.42, 2024-02-15 16:59:50, 7002,
7004, 7027, 2.42, 2024-02-19 11:20:18, 7002,
7004, 7027, 2.33, 2024-03-02 19:52:56, 7001,
7004, 7027, 2.33, 2024-03-22 19:43:14, 7003,
7004, 7027, 2.28, 2024-03-25 23:12:07, 7001,
7004, 7027, 2.42, 2024-04-10 02:28:02, 7001,
7004, 7027, 2.56, 2024-04-13 10:48:43, 7001,
7004, 7027, 2.28, 2024-04-13 13:31:52, 7003,
7004, 7027, 2.33, 2024-04-14 16:07:30, 7003,
7004, 7027, 2.42, 2024-04-14 19:38:45, 7003,
7004, 7027, 2.33, 2024-05-06 17:07:25, 7002,
7004, 7027, 2.42, 2024-05-09 01:24:49, 7004,
7004, 7027, 2.42, 2024-05-11 17:30:22, 7001,
7004, 7027, 2.42, 2024-05-15 05:31:57, 7003,
7004, 7027, 2.42, 2024-05-21 10:54:16, 7002,
7004, 7027, 2.42, 2024-05-22 11:09:17, 7004,
7004, 7027, 2.42, 2024-05-27 04:14:32, 7002,
7004, 7027, 2.33, 2024-06-03 20:57:14, 7001,
7004, 7027, 2.56, 2024-06-10 02:32:24, 7001,
7004, 7027, 2.51, 2024-06-14 18:25:48, 7003,
7004, 7027, 2.28, 2024-06-17 00:14:10, 7003,
7004, 7027, 2.51, 2024-06-21 21:10:11, 7001,
7004, 7027, 2.42, 2024-06-23 13:19:56, 7001,
7005, 7003, 1.68, 2023-06-01 17:35:49, 7004,
7005, 7003, 1.68, 2023-06-28 20:12:29, 7001,
7005, 7003, 1.68, 2023-07-07 09:11:49, 7003,
